,textDisplay,normalized_text,texttokens,Stemming,polarity_score,polarity
2751,tiktok ditutup saya optimis umkm pasar biasa tetap sepi rezim ini seharusnya intropksi kenapa tidak bisa mnjual barang lebih murah dan lebih percaya dari olshop,tiktok ditutup saya optimis umkm pasar biasa tetap sepi rezim ini seharusnya intropksi kenapa tidak bisa menjual barang lebih murah dan lebih percaya dari olshop,"['tiktok', 'ditutup', 'saya', 'optimis', 'umkm', 'pasar', 'biasa', 'tetap', 'sepi', 'rezim', 'ini', 'seharusnya', 'intropksi', 'kenapa', 'tidak', 'bisa', 'menjual', 'barang', 'lebih', 'murah', 'dan', 'lebih', 'percaya', 'dari', 'olshop']",tiktok tutup saya optimis umkm pasar biasa tetap sepi rezim ini harus intropksi kenapa tidak bisa jual barang lebih murah dan lebih percaya dari olshop,-8,negatif
2752,pahami dulu konteks nya apa kenapa tiktok shop ditutup bambang udah baca regulasi nya belum dampak nya bakalan satu negara karena uang negara ke luar negri bambang,pahami dulu konteks nya apa kenapa tiktok shop ditutup bambang sudah baca regulasi nya belum dampak nya bakalan satu negara karena uang negara ke luar negeri bambang,"['pahami', 'dulu', 'konteks', 'nya', 'apa', 'kenapa', 'tiktok', 'shop', 'ditutup', 'bambang', 'sudah', 'baca', 'regulasi', 'nya', 'belum', 'dampak', 'nya', 'bakalan', 'satu', 'negara', 'karena', 'uang', 'negara', 'ke', 'luar', 'negeri', 'bambang']",paham dulu konteks nya apa kenapa tiktok shop tutup bambang sudah baca regulasi nya belum dampak nya bakal satu negara karena uang negara ke luar negeri bambang,-2,negatif
2753,itu sudah di prediksi pak seoharto tahun yang lalu,itu sudah di prediksi pak seoharto tahun yang lalu,"['itu', 'sudah', 'di', 'prediksi', 'pak', 'seoharto', 'tahun', 'yang', 'lalu']",itu sudah di prediksi pak seoharto tahun yang lalu,2,positif
2754,kayak kamu bayar pajak seusai pendapatan aja,kayak kamu bayar pajak seusai pendapatan saja,"['kayak', 'kamu', 'bayar', 'pajak', 'seusai', 'pendapatan', 'saja']",kayak kamu bayar pajak usai dapat saja,-3,negatif
2755,sedkit kecewa karena ada banyak juga yang tidak punya lapak atau kurang mampu sewa ruko,sedkit kecewa karena ada banyak juga yang tidak punya lapak atau kurang mampu sewa ruko,"['sedkit', 'kecewa', 'karena', 'ada', 'banyak', 'juga', 'yang', 'tidak', 'punya', 'lapak', 'atau', 'kurang', 'mampu', 'sewa', 'ruko']",sedkit kecewa karena ada banyak juga yang tidak punya lapak atau kurang mampu sewa ruko,-4,negatif
2756,jangan hanya tiktok lagi di tutup biar semua kembali ke pasar nyata,jangan hanya tiktok lagi di tutup biar semua kembali ke pasar nyata,"['jangan', 'hanya', 'tiktok', 'lagi', 'di', 'tutup', 'biar', 'semua', 'kembali', 'ke', 'pasar', 'nyata']",jangan hanya tiktok lagi di tutup biar semua kembali ke pasar nyata,-9,negatif
2757,terus kamu beli dan kamu jual lagi pendapatan tersembunyi dan kamu bayar pajak tahu ketika mau bayar laporan pendapatan tak sesuai kenyataan ayo kamu mikir tiktoshop tidak ada orang bayar pajak,terus kamu beli dan kamu jual lagi pendapatan tersembunyi dan kamu bayar pajak tahu ketika mau bayar laporan pendapatan tak sesuai kenyataan ayo kamu mikir tiktoshop tidak ada orang bayar pajak,"['terus', 'kamu', 'beli', 'dan', 'kamu', 'jual', 'lagi', 'pendapatan', 'tersembunyi', 'dan', 'kamu', 'bayar', 'pajak', 'tahu', 'ketika', 'mau', 'bayar', 'laporan', 'pendapatan', 'tak', 'sesuai', 'kenyataan', 'ayo', 'kamu', 'mikir', 'tiktoshop', 'tidak', 'ada', 'orang', 'bayar', 'pajak']",terus kamu beli dan kamu jual lagi dapat sembunyi dan kamu bayar pajak tahu ketika mau bayar lapor dapat tak sesuai nyata ayo kamu mikir tiktoshop tidak ada orang bayar pajak,24,positif
2758,amriknya aja gak pake,amriknya saja enggak pakai,"['amriknya', 'saja', 'enggak', 'pakai']",amriknya saja enggak pakai,-3,negatif
2759,kasihan kami orang timur padahal tiktok sangat membantu buat kami barangnya murah,kasihan kami orang timur padahal tiktok sangat membantu buat kami barangnya murah,"['kasihan', 'kami', 'orang', 'timur', 'padahal', 'tiktok', 'sangat', 'membantu', 'buat', 'kami', 'barangnya', 'murah']",kasihan kami orang timur padahal tiktok sangat bantu buat kami barang murah,14,positif
2760,bagus lah dari dulu tidak ada tiktok nyaman aja enak malah sekarang aja tidak jelas yang tiktok lah online viral gadoll huuh bkin rakyat sengsara menderita,bagus lah dari dulu tidak ada tiktok nyaman saja enak malah sekarang saja tidak jelas yang tiktok lah online viral gadoll huuh bikin rakyat sengsara menderita,"['bagus', 'lah', 'dari', 'dulu', 'tidak', 'ada', 'tiktok', 'nyaman', 'saja', 'enak', 'malah', 'sekarang', 'saja', 'tidak', 'jelas', 'yang', 'tiktok', 'lah', 'online', 'viral', 'gadoll', 'huuh', 'bikin', 'rakyat', 'sengsara', 'menderita']",bagus lah dari dulu tidak ada tiktok nyaman saja enak malah sekarang saja tidak jelas yang tiktok lah online viral gadoll huuh bikin rakyat sengsara derita,-18,negatif
2761,yang harus di tutup itu pola fikir setandar umkm seperti kamu yang tidak ingin ngikutin jaman,yang harus di tutup itu pola fikir setandar umkm seperti kamu yang tidak ingin mengikuti jaman,"['yang', 'harus', 'di', 'tutup', 'itu', 'pola', 'fikir', 'setandar', 'umkm', 'seperti', 'kamu', 'yang', 'tidak', 'ingin', 'mengikuti', 'jaman']",yang harus di tutup itu pola fikir setandar umkm seperti kamu yang tidak ingin ikut jaman,-27,negatif
2762,kamu sama aja matiin usaha umkm yang ikut perkembangan blok matiin kang kurir paket udah tidak mau berkembang ngikutin jaman malah pen nutupin semua lawak ente,kamu sama saja matiin usaha umkm yang ikut perkembangan blok matiin kang kurir paket sudah tidak mau berkembang mengikuti jaman malah pengin menutupi semua lawak ente,"['kamu', 'sama', 'saja', 'matiin', 'usaha', 'umkm', 'yang', 'ikut', 'perkembangan', 'blok', 'matiin', 'kang', 'kurir', 'paket', 'sudah', 'tidak', 'mau', 'berkembang', 'mengikuti', 'jaman', 'malah', 'pengin', 'menutupi', 'semua', 'lawak', 'ente']",kamu sama saja matiin usaha umkm yang ikut kembang blok matiin kang kurir paket sudah tidak mau kembang ikut jaman malah pengin tutup semua lawak ente,-8,negatif
2763,info pinjol gimana ini pak negara,info pinjol bagaimana ini pak negara,"['info', 'pinjol', 'bagaimana', 'ini', 'pak', 'negara']",info pinjol bagaimana ini pak negara,-3,negatif
2764,iya rezeki udah ada yang atur,iya rezeki sudah ada yang atur,"['iya', 'rezeki', 'sudah', 'ada', 'yang', 'atur']",iya rezeki sudah ada yang atur,9,positif
2765,kan ada shopie,kan ada shopie,"['kan', 'ada', 'shopie']",kan ada shopie,4,positif
2766,tak ngaruh boss kalau import ilegal masih berlaku,tak ngaruh bos kalau import ilegal masih berlaku,"['tak', 'ngaruh', 'bos', 'kalau', 'import', 'ilegal', 'masih', 'berlaku']",tak ngaruh bos kalau import ilegal masih laku,4,positif
2767,makanya sebagai orang tua jangan terlalu sering pigi melonte agar mental dan moral anaknya tidak rusak mental dan moral anak anak mu rusak kah,makanya sebagai orang tua jangan terlalu sering pigi melonte agar mental dan moral anaknya tidak rusak mental dan moral anak anak mu rusak kah,"['makanya', 'sebagai', 'orang', 'tua', 'jangan', 'terlalu', 'sering', 'pigi', 'melonte', 'agar', 'mental', 'dan', 'moral', 'anaknya', 'tidak', 'rusak', 'mental', 'dan', 'moral', 'anak', 'anak', 'mu', 'rusak', 'kah']",makanya bagai orang tua jangan terlalu sering pigi lonte agar mental dan moral anak tidak rusak mental dan moral anak anak mu rusak kah,-10,negatif
2768,youtube juga kalo dipakenya tidak benar ya sama aja,youtube juga kalo dipakenya tidak benar ya sama saja,"['youtube', 'juga', 'kalo', 'dipakenya', 'tidak', 'benar', 'ya', 'sama', 'saja']",youtube juga kalo dipakenya tidak benar ya sama saja,1,positif
2769,seharusnya semua aja larang jangan pilih kasih supaya pedagang kecil aktif lagi trims,seharusnya semua saja larang jangan pilih kasih supaya pedagang kecil aktif lagi terima kasih,"['seharusnya', 'semua', 'saja', 'larang', 'jangan', 'pilih', 'kasih', 'supaya', 'pedagang', 'kecil', 'aktif', 'lagi', 'terima', 'kasih']",harus semua saja larang jangan pilih kasih supaya dagang kecil aktif lagi terima kasih,-20,negatif
2770,lah omong kosong bukti nya masih ada tuh tiktok shop kocak lu zul panjul baru banget gw cek tiktok,lah omong kosong bukti nya masih ada tuh tiktok shop kocak lu zul panjul baru banget gue cek tiktok,"['lah', 'omong', 'kosong', 'bukti', 'nya', 'masih', 'ada', 'tuh', 'tiktok', 'shop', 'kocak', 'lu', 'zul', 'panjul', 'baru', 'banget', 'gue', 'cek', 'tiktok']",lah omong kosong bukti nya masih ada tuh tiktok shop kocak lu zul panjul baru banget gue cek tiktok,-12,negatif
2771,bapak tu ngerti gak pakkk ecomerce tu banyak pak gk cuma tiktok shop yang awal awal ngebuat hancur umkm siapa pak shopee pak ngerti gk bapak itu kalo mau di tutup tiktok shop tutup juga itu shoope gk sanggup kan bapak,bapak itu mengerti enggak pakkk ecomerce itu banyak pak enggak cuma tiktok shop yang awal awal ngebuat hancur umkm siapa pak shopee pak mengerti enggak bapak itu kalo mau di tutup tiktok shop tutup juga itu shoope enggak sanggup kan bapak,"['bapak', 'itu', 'mengerti', 'enggak', 'pakkk', 'ecomerce', 'itu', 'banyak', 'pak', 'enggak', 'cuma', 'tiktok', 'shop', 'yang', 'awal', 'awal', 'ngebuat', 'hancur', 'umkm', 'siapa', 'pak', 'shopee', 'pak', 'mengerti', 'enggak', 'bapak', 'itu', 'kalo', 'mau', 'di', 'tutup', 'tiktok', 'shop', 'tutup', 'juga', 'itu', 'shoope', 'enggak', 'sanggup', 'kan', 'bapak']",bapak itu erti enggak pakkk ecomerce itu banyak pak enggak cuma tiktok shop yang awal awal ngebuat hancur umkm siapa pak shopee pak erti enggak bapak itu kalo mau di tutup tiktok shop tutup juga itu shoope enggak sanggup kan bapak,-1,negatif
2772,ini lah indonesia bukan negara maju tapi negara mundur,ini lah indonesia bukan negara maju tapi negara mundur,"['ini', 'lah', 'indonesia', 'bukan', 'negara', 'maju', 'tapi', 'negara', 'mundur']",ini lah indonesia bukan negara maju tapi negara mundur,-3,negatif
2773,tiktok di tutup ga sekalian yang jual online yang lain,tiktok di tutup enggak sekalian yang jual online yang lain,"['tiktok', 'di', 'tutup', 'enggak', 'sekalian', 'yang', 'jual', 'online', 'yang', 'lain']",tiktok di tutup enggak sekali yang jual online yang lain,-16,negatif
2774,yg sangat luar biasa di online ini saya pernah pesan kotak obat dari tiko di bandung dan saya kirim ke sumbar ongkos cm berapa rb rupiah ini diluar nalar,yang sangat luar biasa di online ini saya pernah pesan kotak obat dari tiko di bandung dan saya kirim ke sumbar ongkos cuma berapa ribu rupiah ini diluar nalar,"['yang', 'sangat', 'luar', 'biasa', 'di', 'online', 'ini', 'saya', 'pernah', 'pesan', 'kotak', 'obat', 'dari', 'tiko', 'di', 'bandung', 'dan', 'saya', 'kirim', 'ke', 'sumbar', 'ongkos', 'cuma', 'berapa', 'ribu', 'rupiah', 'ini', 'diluar', 'nalar']",yang sangat luar biasa di online ini saya pernah pesan kotak obat dari tiko di bandung dan saya kirim ke sumbar ongkos cuma berapa ribu rupiah ini luar nalar,-15,negatif
2775,paling males kalau belanja offline apalagi bagi orang laki laki gak ada label harga harus tawar tawar alam waktu saya sama teman lagi beli pakai di blok m ada dagang baju kita tawar harga malah marah tuh dagang gak terima malah manggilin teman teman yg sama sama orang seberang buat keroyok kita yg cuma beli biasa sekarang adil lah balas dari tuhan blok m jadi sepi,paling malas kalau belanja offline apalagi bagi orang laki laki enggak ada label harga harus tawar tawar alam waktu saya sama teman lagi beli pakai di blok sama ada dagang baju kita tawar harga malah marah tuh dagang enggak terima malah manggilin teman teman yang sama sama orang seberang buat keroyok kita yang cuma beli biasa sekarang adil lah balas dari tuhan blok sama jadi sepi,"['paling', 'malas', 'kalau', 'belanja', 'offline', 'apalagi', 'bagi', 'orang', 'laki', 'laki', 'enggak', 'ada', 'label', 'harga', 'harus', 'tawar', 'tawar', 'alam', 'waktu', 'saya', 'sama', 'teman', 'lagi', 'beli', 'pakai', 'di', 'blok', 'sama', 'ada', 'dagang', 'baju', 'kita', 'tawar', 'harga', 'malah', 'marah', 'tuh', 'dagang', 'enggak', 'terima', 'malah', 'manggilin', 'teman', 'teman', 'yang', 'sama', 'sama', 'orang', 'seberang', 'buat', 'keroyok', 'kita', 'yang', 'cuma', 'beli', 'biasa', 'sekarang', 'adil', 'lah', 'balas', 'dari', 'tuhan', 'blok', 'sama', 'jadi', 'sepi']",paling malas kalau belanja offline apalagi bagi orang laki laki enggak ada label harga harus tawar tawar alam waktu saya sama teman lagi beli pakai di blok sama ada dagang baju kita tawar harga malah marah tuh dagang enggak terima malah manggilin teman teman yang sama sama orang seberang buat keroyok kita yang cuma beli biasa sekarang adil lah balas dari tuhan blok sama jadi sepi,1,positif
2776,mereka ditiktok benar untung kok tetep mereka jual dibawah harga dagang pasar malam yang mesti bayar lapak bongkar pasang pajang dan lain,mereka ditiktok benar untung kok tetap mereka jual dibawah harga dagang pasar malam yang mesti bayar lapak bongkar pasang pajang dan lain,"['mereka', 'ditiktok', 'benar', 'untung', 'kok', 'tetap', 'mereka', 'jual', 'dibawah', 'harga', 'dagang', 'pasar', 'malam', 'yang', 'mesti', 'bayar', 'lapak', 'bongkar', 'pasang', 'pajang', 'dan', 'lain']",mereka ditiktok benar untung kok tetap mereka jual bawah harga dagang pasar malam yang mesti bayar lapak bongkar pasang pajang dan lain,1,positif
2777,banyak bocil komentar kenapa tdk sama umkm dan tik tok shop jual wajar mereka masih pada gantung hidup ada orangtuanya jadi merek msh butuh waktu untuk tahu ada benar,banyak bocil komentar kenapa tidak sama umkm dan tik tok shop jual wajar mereka masih pada gantung hidup ada orangtuanya jadi merek masih butuh waktu untuk tahu ada benar,"['banyak', 'bocil', 'komentar', 'kenapa', 'tidak', 'sama', 'umkm', 'dan', 'tik', 'tok', 'shop', 'jual', 'wajar', 'mereka', 'masih', 'pada', 'gantung', 'hidup', 'ada', 'orangtuanya', 'jadi', 'merek', 'masih', 'butuh', 'waktu', 'untuk', 'tahu', 'ada', 'benar']",banyak bocil komentar kenapa tidak sama umkm dan tik tok shop jual wajar mereka masih pada gantung hidup ada orangtuanya jadi merek masih butuh waktu untuk tahu ada benar,11,positif
2778,ga cuma tiktokshop shopee jg niru tiktok skrg apa live yg ga bisa live jam an di depan kamera apalagi yg cuma pke kamera hp sering dpt ingat langgar karena kualitas jelek ya jelas jelek klo patok live artis yg kamera aja kelas televisi haloooooo kita itu dagang kecil yg usaha nyambung hidup dg ngumpulin receh tanpa live artis pun jual kita uda gencet dg serbu dagang besar dan grosir yg banting harga ga kira,enggak cuma tiktokshop shopee juga meniru tiktok sekarang apa live yang enggak bisa live jam an di depan kamera apalagi yang cuma pakai kamera hp sering dapat ingat langgar karena kualitas jelek ya jelas jelek kalo patok live artis yang kamera saja kelas televisi haloooooo kita itu dagang kecil yang usaha menyambung hidup dengan ngumpulin receh tanpa live artis pun jual kita sudah gencet dengan serbu dagang besar dan grosir yang banting harga enggak kira,"['enggak', 'cuma', 'tiktokshop', 'shopee', 'juga', 'meniru', 'tiktok', 'sekarang', 'apa', 'live', 'yang', 'enggak', 'bisa', 'live', 'jam', 'an', 'di', 'depan', 'kamera', 'apalagi', 'yang', 'cuma', 'pakai', 'kamera', 'hp', 'sering', 'dapat', 'ingat', 'langgar', 'karena', 'kualitas', 'jelek', 'ya', 'jelas', 'jelek', 'kalo', 'patok', 'live', 'artis', 'yang', 'kamera', 'saja', 'kelas', 'televisi', 'haloooooo', 'kita', 'itu', 'dagang', 'kecil', 'yang', 'usaha', 'menyambung', 'hidup', 'dengan', 'ngumpulin', 'receh', 'tanpa', 'live', 'artis', 'pun', 'jual', 'kita', 'sudah', 'gencet', 'dengan', 'serbu', 'dagang', 'besar', 'dan', 'grosir', 'yang', 'banting', 'harga', 'enggak', 'kira']",enggak cuma tiktokshop shopee juga tiru tiktok sekarang apa live yang enggak bisa live jam an di depan kamera apalagi yang cuma pakai kamera hp sering dapat ingat langgar karena kualitas jelek ya jelas jelek kalo patok live artis yang kamera saja kelas televisi haloooooo kita itu dagang kecil yang usaha sambung hidup dengan ngumpulin receh tanpa live artis pun jual kita sudah gencet dengan serbu dagang besar dan grosir yang banting harga enggak kira,-24,negatif
2779,moga kembali kondusif,moga kembali kondusif,"['moga', 'kembali', 'kondusif']",moga kembali kondusif,1,positif
2780,kaum millenial yang kalah dengan kaum jadul benar tiktok shop itu ada nilai plus dan minus minus ya usaha gaptek malu ya ga bisa jual di tiktok toh mereka benernya bisa klo mau sama jual di tiktok ga ada atur klo jual online harus kaum muda dengan tiktok shop bisa memmudahkan product baru buat usaha kecil bisa saing,kaum millenial yang kalah dengan kaum jadul benar tiktok shop itu ada nilai plus dan minus minus ya usaha gaptek malu ya enggak bisa jual di tiktok toh mereka benernya bisa kalo mau sama jual di tiktok enggak ada atur kalo jual online harus kaum muda dengan tiktok shop bisa memmudahkan product baru buat usaha kecil bisa saing,"['kaum', 'millenial', 'yang', 'kalah', 'dengan', 'kaum', 'jadul', 'benar', 'tiktok', 'shop', 'itu', 'ada', 'nilai', 'plus', 'dan', 'minus', 'minus', 'ya', 'usaha', 'gaptek', 'malu', 'ya', 'enggak', 'bisa', 'jual', 'di', 'tiktok', 'toh', 'mereka', 'benernya', 'bisa', 'kalo', 'mau', 'sama', 'jual', 'di', 'tiktok', 'enggak', 'ada', 'atur', 'kalo', 'jual', 'online', 'harus', 'kaum', 'muda', 'dengan', 'tiktok', 'shop', 'bisa', 'memmudahkan', 'product', 'baru', 'buat', 'usaha', 'kecil', 'bisa', 'saing']",kaum millenial yang kalah dengan kaum jadul benar tiktok shop itu ada nilai plus dan minus minus ya usaha gaptek malu ya enggak bisa jual di tiktok toh mereka benernya bisa kalo mau sama jual di tiktok enggak ada atur kalo jual online harus kaum muda dengan tiktok shop bisa memmudahkan product baru buat usaha kecil bisa saing,15,positif
2781,meechat juga tutup harus,meechat juga tutup harus,"['meechat', 'juga', 'tutup', 'harus']",meechat juga tutup harus,-7,negatif
2782,baru juga mau jual di tiktok udah di blokir aja haha,baru juga mau jual di tiktok sudah di blokir saja haha,"['baru', 'juga', 'mau', 'jual', 'di', 'tiktok', 'sudah', 'di', 'blokir', 'saja', 'haha']",baru juga mau jual di tiktok sudah di blokir saja haha,3,positif
2784,semua tentang kita,semua tentang kita,"['semua', 'tentang', 'kita']",semua tentang kita,-2,negatif
